id_redacao,total_sentencas,sentencas_introducao,sentencas_argumentacao,sentencas_conclusao,media_palavras_sentenca_com_sw,media_palavras_sentenca_sem_sw,total_paragrafos,paragrafos_introducao,paragrafos_argumentacao,paragrafos_conclusao,media_palavras_paragrafo_com_sw,media_palavras_paragrafo_sem_sw,projeto_texto,total_palavras_com_sw,palavras_unicas_com_sw,diversidade_lexical_com_sw,total_palavras_sem_sw,palavras_unicas_sem_sw,diversidade_lexical_sem_sw,n_verbos,n_substantivos,n_adjetivos,n_adverbios,n_preposicoes,n_auxiliares,n_conj_coordenadas,n_determinantes,n_pronomes,n_nomes_proprios,n_pontuacoes,n_conj_subordinadas,profundidade_media_sentencas,profundidade_minima_sentencas,profundidade_maxima_sentencas,diversidade_deps,n_oracoes_subordinadas,n_cc,n_conj,n_mark,n_discourse,n_entidades_total,diversidade_entidades,n_marcadores_exatos,n_marcadores_semanticos,similaridade_sentencas_argumentativas_media,similaridade_sentencas_argumentativas_min,similaridade_sentencas_argumentativas_max,similaridade_sentencas_argumentativas_std,similaridade_redacao_tema,nota_c3
1855,13,1,9,3,27.85,16.08,4,1,2,1,90.5,52.25,2,362,205,0.5663,209,161,0.7703,49,98,31,26,63,9,17,48,14,4,40,6,6.86,3,15,26,29,16,18,8,0,2,2,15,0,0.7675,0.6684,0.8186,0.0472,0.9223,120
1856,8,1,4,3,32.38,18.12,5,1,3,1,51.8,29.0,2,259,156,0.6023,145,113,0.7793,35,67,25,16,42,7,7,34,12,8,26,5,7.0,5,9,30,17,7,11,5,0,7,2,7,0,0.8108,0.7822,0.8361,0.0271,0.9293,120
1857,13,5,6,2,31.31,16.62,4,1,2,1,101.75,54.0,2,407,227,0.5577,216,177,0.8194,66,92,22,24,55,10,20,57,39,8,41,16,6.64,2,11,30,33,20,22,16,0,3,3,10,0,0.7656,0.6968,0.8331,0.0506,0.9436,120
1858,18,4,9,5,16.56,9.5,4,1,2,1,74.5,42.75,2,298,182,0.6107,171,141,0.8246,39,63,21,21,53,15,10,23,15,31,46,6,5.0,1,8,30,18,12,10,6,0,22,4,11,0,0.6502,0.5476,0.7731,0.0816,0.946,120
1859,10,2,5,3,36.1,20.6,4,1,2,1,90.25,51.5,2,361,225,0.6233,206,181,0.8786,39,105,35,18,61,14,14,43,9,15,47,11,7.3,5,10,30,26,14,20,12,0,12,4,7,0,0.6818,0.6237,0.7905,0.0742,0.9468,120
1860,8,2,4,2,29.38,17.62,4,1,2,1,58.75,35.25,2,235,154,0.6553,141,118,0.8369,28,64,20,9,43,9,7,31,7,10,28,8,6.89,5,9,26,23,7,8,14,0,4,1,4,0,0.7538,0.7205,0.8005,0.0416,0.9332,120
1861,11,2,6,3,19.0,11.55,4,1,2,1,52.25,31.75,2,209,132,0.6316,127,101,0.7953,33,50,21,14,27,10,8,19,11,9,32,8,5.64,3,8,26,19,10,7,7,0,6,2,9,0,0.7005,0.578,0.7701,0.0774,0.9145,120
1862,17,2,8,7,10.65,6.12,4,1,2,1,45.0,25.75,2,180,124,0.6889,103,92,0.8932,22,48,13,14,25,8,3,27,8,8,29,6,4.17,1,9,26,10,3,2,8,0,4,2,4,0,0.4486,0.1112,0.7001,0.2121,0.9259,120
1863,9,3,4,2,30.0,17.22,4,1,2,1,67.5,38.75,2,270,166,0.6148,155,131,0.8452,27,70,19,8,62,12,9,29,9,19,36,5,6.89,4,10,30,15,8,11,4,0,11,4,3,0,0.7638,0.686,0.8447,0.0794,0.9382,120
1864,4,1,2,1,57.0,32.0,4,1,2,1,57.0,32.0,2,228,130,0.5702,128,102,0.7969,32,70,17,6,45,1,12,27,7,6,19,5,10.5,8,13,24,15,13,16,5,0,3,3,7,0,0.893,0.893,0.893,0.0,0.9343,120
1865,6,1,4,1,46.0,28.83,4,1,2,1,69.0,43.25,2,276,174,0.6304,173,140,0.8092,36,96,31,10,48,3,8,27,10,0,31,8,8.67,5,15,25,22,8,9,10,0,2,2,4,0,0.8141,0.7808,0.8435,0.0315,0.9431,120
1866,10,3,5,2,35.7,20.0,5,1,3,1,71.4,40.0,2,357,192,0.5378,200,151,0.755,39,90,40,17,68,13,10,43,18,11,25,11,7.8,5,10,29,26,11,9,10,0,5,3,8,0,0.7883,0.7558,0.8215,0.0287,0.9348,120
1867,6,1,4,1,45.67,26.17,5,1,3,1,54.8,31.4,2,274,177,0.646,157,135,0.8599,30,80,32,9,57,7,13,28,7,4,53,9,6.25,1,11,29,17,14,15,9,0,3,1,13,0,0.7754,0.6536,0.8643,0.1091,0.9307,120
1868,5,1,3,1,78.4,41.4,5,1,3,1,78.4,41.4,2,392,199,0.5077,207,147,0.7101,74,83,23,29,47,20,19,38,28,3,28,28,11.0,7,14,30,46,18,26,26,0,2,2,16,0,0.8901,0.889,0.8911,0.0015,0.9433,120
1869,13,2,7,4,26.69,15.38,5,1,3,1,69.4,40.0,2,347,192,0.5533,200,151,0.755,41,90,30,24,63,14,13,36,11,11,43,16,6.69,4,10,31,22,12,14,14,0,7,2,11,0,0.8012,0.7602,0.8241,0.0231,0.9188,120
1870,9,2,5,2,33.11,18.11,4,1,2,1,74.5,40.75,2,298,169,0.5671,163,130,0.7975,44,80,16,23,49,12,7,36,14,4,37,18,8.44,6,13,29,29,8,6,19,0,5,1,11,0,0.8077,0.7773,0.84,0.029,0.8978,120
1871,11,3,6,2,28.36,16.64,4,1,2,1,78.0,45.75,2,312,182,0.5833,183,146,0.7978,47,78,35,17,35,18,9,41,12,2,41,21,7.09,3,11,28,35,9,14,24,0,1,1,8,0,0.6707,0.5412,0.7892,0.103,0.9175,120
1872,12,3,7,2,18.83,11.08,4,1,2,1,56.5,33.25,2,226,145,0.6416,133,113,0.8496,31,73,19,10,31,6,7,37,6,2,23,8,6.0,3,9,24,19,7,10,9,0,1,1,3,0,0.6472,0.5293,0.743,0.074,0.9234,120
1873,8,1,6,1,31.0,17.25,4,1,2,1,62.0,34.5,2,248,158,0.6371,138,124,0.8986,28,65,26,9,44,10,13,33,7,7,29,8,6.38,3,9,27,22,13,13,8,0,9,2,9,0,0.6578,0.6101,0.7778,0.0696,0.9345,120
1874,4,1,2,1,101.75,54.0,4,1,2,1,101.75,54.0,2,407,210,0.516,216,160,0.7407,53,106,27,16,61,19,17,60,26,6,38,16,7.8,5,10,30,33,18,21,13,0,6,4,16,0,0.8811,0.8811,0.8811,0.0,0.9247,120
1875,14,3,9,2,28.93,15.36,5,1,3,1,81.0,43.0,2,405,229,0.5654,215,183,0.8512,50,100,26,25,64,18,17,53,29,15,56,15,7.47,3,17,29,24,18,20,15,0,12,3,9,0,0.7186,0.6497,0.81,0.0541,0.9362,120
1876,7,2,3,2,37.0,21.14,3,1,1,1,86.33,49.33,2,259,152,0.5869,148,115,0.777,36,66,17,18,46,8,8,33,15,7,17,10,8.38,5,14,29,22,11,10,12,0,2,2,5,0,0.7707,0.6992,0.8421,0.101,0.938,120
1877,11,2,7,2,22.27,12.45,4,1,2,1,61.25,34.25,2,245,148,0.6041,137,108,0.7883,35,69,15,15,43,8,6,38,13,0,28,4,6.27,4,9,26,18,6,6,5,0,1,1,6,0,0.6445,0.5255,0.7738,0.1002,0.9093,120
1878,12,6,4,2,21.0,12.5,4,1,2,1,63.0,37.5,2,252,170,0.6746,150,131,0.8733,39,67,20,11,42,9,3,27,15,8,31,12,6.0,4,8,27,25,3,4,11,0,6,3,7,0,0.6911,0.6137,0.7335,0.0672,0.9166,120
1879,9,2,5,2,26.22,15.0,4,1,2,1,59.0,33.75,2,236,148,0.6271,135,112,0.8296,26,70,17,18,40,8,9,31,10,1,31,11,7.0,6,8,29,13,9,11,11,0,1,1,12,0,0.7392,0.6948,0.7928,0.0514,0.8749,120
1880,4,1,2,1,46.0,24.5,4,1,2,1,46.0,24.5,2,184,119,0.6467,98,83,0.8469,26,50,10,10,27,8,5,27,12,0,12,9,8.25,5,11,24,14,5,6,9,0,1,1,4,0,0.7405,0.7405,0.7405,0.0,0.863,120
1881,8,3,4,1,31.0,16.38,4,1,2,1,62.0,32.75,2,248,156,0.629,131,120,0.916,20,74,19,12,50,8,13,38,6,3,32,4,6.88,4,9,28,10,13,14,6,0,2,2,7,0,0.705,0.6471,0.7354,0.0502,0.932,120
1882,13,1,8,4,27.38,15.69,5,1,3,1,71.2,40.8,2,356,188,0.5281,204,154,0.7549,29,103,25,8,88,14,12,39,7,29,24,6,7.47,4,13,25,14,12,12,5,0,12,4,9,0,0.7029,0.641,0.7577,0.0361,0.9079,120
1883,13,3,6,4,20.15,12.23,4,1,2,1,65.5,39.75,1,262,162,0.6183,159,133,0.8365,35,67,23,16,42,8,5,39,8,12,34,10,5.71,2,10,25,20,7,5,11,0,8,3,6,0,0.7065,0.676,0.7438,0.0251,0.9429,80
1884,8,3,4,1,35.0,19.5,4,1,2,1,70.0,39.0,2,280,167,0.5964,156,131,0.8397,38,70,25,10,43,9,6,37,6,15,35,25,7.62,6,11,29,27,5,6,22,0,9,3,11,0,0.738,0.7069,0.7807,0.0382,0.8935,120
1885,12,2,5,5,19.5,10.92,4,1,2,1,58.5,32.75,2,234,158,0.6752,131,118,0.9008,26,60,29,19,26,13,12,27,12,1,27,9,5.83,4,9,29,16,14,18,10,0,1,1,8,0,0.6965,0.5031,0.7869,0.1303,0.9042,120
1886,9,2,5,2,29.89,17.44,4,1,2,1,67.25,39.25,2,269,165,0.6134,157,126,0.8025,36,62,28,16,32,6,10,43,11,10,30,13,7.22,5,10,27,20,10,10,15,0,4,2,8,0,0.8291,0.7791,0.8691,0.0462,0.9494,120
1887,12,3,7,2,26.67,15.67,4,1,2,1,80.0,47.0,2,320,200,0.625,188,163,0.867,31,80,36,23,52,4,12,44,8,19,63,13,6.75,4,11,29,15,15,18,13,1,10,4,19,0,0.7637,0.7419,0.8103,0.0266,0.9349,120
1888,5,1,3,1,74.2,44.8,5,1,3,1,74.2,44.8,2,371,233,0.628,224,197,0.8795,58,101,43,14,54,9,18,50,11,5,49,15,7.2,1,13,28,37,18,28,15,0,1,1,5,0,0.8494,0.8388,0.86,0.015,0.9207,120
1889,12,2,7,3,26.17,15.42,4,1,2,1,78.5,46.25,2,314,194,0.6178,185,153,0.827,33,89,32,19,61,14,7,39,2,9,39,13,6.33,4,10,27,17,8,8,13,0,6,4,16,0,0.7275,0.6368,0.8342,0.0701,0.9074,120
1890,7,3,2,2,30.14,18.43,3,1,1,1,70.33,43.0,2,211,153,0.7251,129,119,0.9225,27,58,20,9,44,8,6,18,7,10,26,4,7.57,5,10,28,13,8,10,3,0,2,1,10,0,0.7822,0.7822,0.7822,0.0,0.8975,120
1891,7,1,4,2,41.0,22.71,4,1,2,1,71.75,39.75,2,287,181,0.6307,159,142,0.8931,43,69,23,22,39,10,11,32,22,5,42,12,7.62,1,14,31,29,11,18,12,0,3,2,9,0,0.8007,0.7483,0.8749,0.066,0.9188,120
1892,15,2,10,3,18.6,10.07,4,1,2,1,69.75,37.75,2,279,167,0.5986,151,124,0.8212,33,69,25,21,35,13,7,40,16,7,34,11,5.27,2,8,29,19,7,8,9,0,4,2,4,0,0.606,0.4433,0.7288,0.1189,0.9191,120
1893,5,1,3,1,55.0,28.2,3,1,1,1,91.67,47.0,2,275,163,0.5927,141,117,0.8298,46,50,22,26,37,12,16,26,26,4,33,15,8.2,5,13,28,28,15,13,15,0,2,2,10,0,0.8319,0.7961,0.8676,0.0505,0.9085,120
1894,7,2,3,2,33.43,16.86,4,1,2,1,58.5,29.5,2,234,137,0.5855,118,98,0.8305,27,56,14,31,34,10,8,25,10,1,29,18,5.36,1,11,27,18,7,12,18,0,2,2,10,0,0.7259,0.6742,0.7776,0.0732,0.9098,120
1895,11,3,4,4,25.55,13.18,4,1,2,1,70.25,36.25,2,281,162,0.5765,145,125,0.8621,50,61,11,24,36,14,9,39,18,2,24,17,7.6,5,14,27,26,9,11,18,0,4,2,10,0,0.6703,0.5765,0.7382,0.0839,0.9242,120
1896,13,3,7,3,21.54,12.38,4,1,2,1,70.0,40.25,2,280,183,0.6536,161,143,0.8882,34,79,24,16,60,8,9,25,11,8,31,9,6.86,3,13,29,18,9,12,9,0,6,4,4,0,0.6951,0.5693,0.8124,0.1035,0.9378,120
1897,11,4,4,3,28.18,17.18,4,1,2,1,77.5,47.25,2,310,184,0.5935,189,153,0.8095,27,90,27,17,63,2,17,32,7,26,48,5,7.27,5,12,26,11,17,18,6,0,18,4,8,0,0.7368,0.6653,0.7895,0.0642,0.9508,120
1898,11,3,5,3,39.73,22.64,4,1,2,1,109.25,62.25,2,437,249,0.5698,249,201,0.8072,44,114,41,35,74,17,22,50,15,17,40,13,7.83,3,13,27,23,24,25,14,0,8,3,17,0,0.7344,0.607,0.8866,0.143,0.9073,120
1899,10,3,4,3,41.2,22.4,3,1,1,1,137.33,74.67,2,412,246,0.5971,224,197,0.8795,50,111,33,29,65,12,18,43,26,5,40,22,8.5,4,14,28,34,18,21,23,0,4,3,11,0,0.744,0.72,0.7614,0.0215,0.9297,120
1900,13,4,7,2,22.31,11.92,4,1,2,1,72.5,38.75,2,290,166,0.5724,155,127,0.8194,32,78,19,14,51,14,10,38,18,5,39,13,5.47,3,8,31,17,11,12,11,0,2,1,5,0,0.6703,0.5434,0.7785,0.0977,0.9307,120
1901,8,2,4,2,33.62,19.62,4,1,2,1,67.25,39.25,2,269,184,0.684,157,142,0.9045,27,67,23,16,54,8,9,32,14,13,42,6,7.12,4,9,31,17,9,17,8,0,10,4,11,0,0.7143,0.6271,0.7929,0.0832,0.9255,120
1902,17,3,8,6,19.53,11.29,4,1,2,1,82.75,47.75,1,331,181,0.5468,191,146,0.7644,36,96,21,12,63,15,13,44,8,22,45,6,5.1,1,12,28,15,13,19,10,0,17,4,8,0,0.7033,0.5981,0.7472,0.053,0.9269,80
1903,14,3,7,4,21.29,12.07,4,1,2,1,74.5,42.25,2,298,177,0.594,169,139,0.8225,42,61,24,18,45,13,6,28,26,14,35,24,6.07,2,11,26,27,8,6,24,0,7,4,6,0,0.6868,0.6393,0.7574,0.044,0.9025,120
1904,16,5,8,3,30.38,18.06,4,1,2,1,121.5,72.25,2,486,280,0.5761,289,233,0.8062,59,137,56,25,87,16,19,54,14,11,58,13,6.82,3,9,28,34,20,28,12,0,9,4,7,0,0.7223,0.6776,0.7964,0.0388,0.9006,120
1905,14,3,8,3,35.93,20.0,5,1,3,1,100.6,56.0,2,503,282,0.5606,280,231,0.825,61,119,42,37,85,18,14,53,28,29,66,20,7.36,5,11,31,33,15,16,21,1,17,4,19,0,0.7524,0.644,0.8505,0.0793,0.9246,120
1906,16,3,10,3,23.69,14.25,5,1,3,1,75.8,45.6,2,379,217,0.5726,228,181,0.7939,39,100,35,20,69,13,17,35,15,29,54,6,5.95,3,9,30,20,18,21,10,0,16,4,4,0,0.7169,0.5913,0.8139,0.073,0.9415,120
1907,8,1,5,2,27.5,14.25,4,1,2,1,55.0,28.5,2,220,146,0.6636,114,103,0.9035,25,66,12,10,38,13,7,33,11,1,26,7,7.12,4,11,28,17,9,9,7,0,1,1,8,0,0.6922,0.6332,0.7866,0.0671,0.9184,120
1908,12,3,6,3,24.75,14.25,4,1,2,1,74.25,42.75,2,297,182,0.6128,171,149,0.8713,34,87,19,10,63,4,8,39,6,16,32,11,7.33,3,13,28,16,9,10,11,0,10,3,8,0,0.6888,0.6039,0.7485,0.0541,0.9285,120
1909,5,2,2,1,58.2,32.6,4,1,2,1,72.75,40.75,2,291,166,0.5704,163,128,0.7853,32,87,33,13,53,6,8,42,5,4,10,11,8.33,5,14,28,23,8,10,10,0,2,1,12,0,0.8678,0.8678,0.8678,0.0,0.9022,120
1910,11,3,5,3,26.18,15.82,4,1,2,1,72.0,43.5,2,288,180,0.625,174,147,0.8448,33,86,32,12,52,7,10,37,5,5,34,7,7.36,4,10,26,24,11,10,9,0,3,3,7,0,0.7825,0.7474,0.8543,0.0485,0.9347,120
1911,30,7,14,9,14.07,7.07,4,1,2,1,105.5,53.0,2,422,198,0.4692,212,154,0.7264,54,101,25,34,54,23,19,69,26,7,57,10,4.57,2,9,29,23,18,21,10,0,7,3,9,0,0.6127,0.3704,0.7591,0.1251,0.895,120
1912,10,2,4,4,30.6,17.3,4,1,2,1,76.5,43.25,2,306,185,0.6046,173,139,0.8035,37,84,23,23,52,17,7,40,9,4,34,9,7.0,5,9,25,32,7,9,10,0,4,2,10,0,0.8316,0.8183,0.8395,0.0116,0.9249,120
1913,14,4,7,3,22.5,12.21,4,1,2,1,78.75,42.75,2,315,190,0.6032,171,146,0.8538,44,86,20,18,52,10,9,39,23,8,44,9,6.79,5,10,31,23,10,10,8,1,4,2,6,0,0.7633,0.688,0.8247,0.0519,0.9385,120
1914,13,3,6,4,25.38,14.23,4,1,2,1,82.5,46.25,2,330,183,0.5545,185,148,0.8,54,88,28,11,62,9,9,44,8,9,38,15,6.79,5,12,31,30,10,13,15,0,9,3,8,0,0.7487,0.672,0.8235,0.0665,0.8985,120
1915,13,4,6,3,20.23,11.62,4,1,2,1,65.75,37.75,2,263,175,0.6654,151,137,0.9073,32,70,19,16,40,10,12,31,13,13,38,11,6.36,5,10,27,17,14,15,10,0,6,3,4,0,0.6949,0.6619,0.7258,0.0237,0.9171,120
1916,8,2,4,2,28.12,16.38,5,1,3,1,45.0,26.2,2,225,156,0.6933,131,117,0.8931,42,50,11,16,34,4,7,27,9,9,16,17,7.5,4,14,30,26,7,10,16,0,5,2,5,0,0.7526,0.7407,0.7743,0.0188,0.8793,120
1917,8,2,4,2,27.75,15.12,4,1,2,1,55.5,30.25,2,222,139,0.6261,121,102,0.843,28,59,13,15,42,9,5,34,7,4,22,6,6.88,3,12,26,16,5,7,6,0,4,2,13,0,0.747,0.6753,0.8099,0.0678,0.9256,120
1918,10,3,6,1,37.8,22.0,5,1,3,1,75.6,44.0,2,378,225,0.5952,220,184,0.8364,57,100,22,23,68,11,9,41,17,13,31,15,8.8,4,12,30,40,9,9,18,0,7,3,5,0,0.7599,0.7215,0.8125,0.0381,0.8996,120
1919,10,2,6,2,33.6,18.0,4,1,2,1,84.0,45.0,2,336,173,0.5149,180,132,0.7333,39,91,28,12,66,8,18,38,14,17,27,10,7.8,6,11,30,22,19,16,11,0,13,3,4,0,0.7898,0.7195,0.8506,0.0544,0.9355,120
1920,9,2,5,2,34.0,19.33,5,1,3,1,61.2,34.8,2,306,177,0.5784,174,142,0.8161,53,71,18,30,37,15,14,38,16,0,34,16,7.6,5,12,25,37,15,15,18,0,0,0,15,0,0.7951,0.7416,0.8374,0.0494,0.934,120
1921,16,3,8,5,18.94,9.88,4,1,2,1,75.75,39.5,2,303,186,0.6139,158,144,0.9114,36,83,22,15,53,14,7,39,15,10,27,10,6.47,3,10,29,19,7,8,10,0,6,2,3,0,0.6289,0.5164,0.7033,0.062,0.9324,120
1922,6,2,2,2,27.5,16.33,4,1,2,1,41.25,24.5,2,165,120,0.7273,98,92,0.9388,25,47,17,14,26,3,6,21,6,1,21,3,6.67,4,9,25,16,7,9,3,0,1,1,6,0,0.8402,0.8402,0.8402,0.0,0.9096,120
1923,7,2,4,1,43.0,25.0,4,1,2,1,75.25,43.75,2,301,161,0.5349,175,123,0.7029,50,86,23,9,44,7,12,39,14,2,19,16,9.0,5,13,28,36,12,12,15,0,2,2,9,0,0.7822,0.76,0.8066,0.0233,0.9181,120
1924,10,3,4,3,26.3,14.6,4,1,2,1,65.75,36.5,2,263,164,0.6236,146,118,0.8082,35,67,17,20,30,13,14,42,13,0,26,16,6.5,4,12,27,23,16,14,15,0,0,0,10,0,0.7318,0.6879,0.7938,0.0552,0.9164,120
1925,8,2,4,2,39.88,22.88,5,1,3,1,63.8,36.6,2,319,182,0.5705,183,140,0.765,43,75,26,30,44,10,14,33,15,9,59,19,6.75,4,9,30,39,14,12,14,0,6,4,12,0,0.8391,0.7992,0.8876,0.0448,0.8991,120
1926,10,4,3,3,25.0,15.1,4,1,2,1,62.5,37.75,2,250,169,0.676,151,137,0.9073,29,78,19,12,46,5,8,29,9,9,25,8,5.43,1,11,28,13,8,8,7,0,6,3,6,0,0.8046,0.7878,0.8214,0.0238,0.9278,120
1927,12,3,5,4,19.92,11.42,4,1,2,1,59.75,34.25,2,239,152,0.636,137,122,0.8905,25,67,17,8,52,7,8,33,6,14,33,5,6.23,3,9,28,12,9,9,4,0,9,3,9,0,0.6957,0.6706,0.7337,0.0286,0.9352,120
1928,9,3,5,1,32.22,17.78,4,1,2,1,72.5,40.0,2,290,180,0.6207,160,142,0.8875,44,78,25,12,49,15,16,27,14,3,44,11,7.11,4,13,29,30,17,21,12,0,4,2,8,0,0.7691,0.7004,0.8115,0.0518,0.9381,120
1929,10,2,5,3,28.8,15.0,4,1,2,1,72.0,37.5,2,288,171,0.5938,150,124,0.8267,38,80,18,10,62,10,15,30,9,13,26,7,7.7,4,12,31,12,15,18,9,0,8,4,3,0,0.6678,0.5521,0.7752,0.0922,0.9196,120
1930,15,5,7,3,16.07,9.07,4,1,2,1,60.25,34.0,2,241,153,0.6349,136,116,0.8529,27,69,24,9,43,10,14,32,8,3,26,4,6.0,4,8,25,13,15,14,6,0,3,2,6,0,0.7157,0.5542,0.8049,0.0905,0.9345,120
1931,6,1,3,2,40.5,23.17,5,1,3,1,48.6,27.8,2,243,152,0.6255,139,118,0.8489,26,70,26,20,49,7,6,22,8,1,25,6,7.5,6,9,29,17,7,8,7,0,1,1,9,0,0.8471,0.8399,0.8544,0.0103,0.9308,120
1932,10,2,6,2,24.9,15.1,4,1,2,1,62.25,37.75,2,249,184,0.739,151,141,0.9338,30,61,24,18,46,10,3,27,11,16,32,6,6.08,1,10,28,19,3,3,8,0,11,4,5,0,0.4968,0.0792,0.7661,0.2902,0.889,120
1933,11,3,7,1,25.36,14.36,5,1,3,1,55.8,31.6,2,279,179,0.6416,158,139,0.8797,31,78,32,12,47,12,16,39,3,5,25,7,6.45,4,9,26,14,17,19,6,0,4,1,4,0,0.6849,0.5753,0.8049,0.0756,0.9466,120
1934,13,3,5,5,28.0,17.92,4,1,2,1,91.0,58.25,2,364,244,0.6703,233,206,0.8841,45,103,42,24,57,7,21,36,10,15,51,8,6.71,2,14,26,26,21,26,9,0,9,4,16,0,0.7837,0.7613,0.8138,0.0224,0.8898,120
1935,15,3,11,1,21.53,11.53,5,1,3,1,64.6,34.6,2,323,196,0.6068,173,157,0.9075,30,89,27,15,65,10,16,37,12,14,39,7,5.87,2,9,24,17,17,22,8,0,10,2,11,0,0.6784,0.5535,0.8256,0.0873,0.9085,120
1936,8,2,4,2,24.12,14.38,4,1,2,1,48.25,28.75,2,193,124,0.6425,115,90,0.7826,19,60,22,3,40,9,12,20,4,3,29,2,6.5,5,9,27,10,11,11,2,0,5,2,2,0,0.8119,0.7922,0.8453,0.0291,0.933,120
1937,10,3,4,3,21.0,11.8,4,1,2,1,52.5,29.5,2,210,128,0.6095,118,97,0.822,38,51,21,8,34,4,5,13,13,2,29,22,6.8,5,10,27,23,6,6,18,0,3,2,5,0,0.7425,0.7036,0.8137,0.0618,0.9285,120
1938,11,2,7,2,29.55,17.45,5,1,3,1,65.0,38.4,2,325,199,0.6123,192,159,0.8281,46,92,28,12,63,10,8,34,13,8,33,11,6.83,4,10,29,31,7,8,14,0,5,2,16,0,0.7819,0.7034,0.863,0.0634,0.9242,120
1939,7,2,4,1,32.43,17.86,4,1,2,1,56.75,31.25,2,227,132,0.5815,125,96,0.768,27,61,17,11,46,4,8,28,8,6,26,11,6.71,5,9,26,15,8,9,12,0,5,3,8,0,0.824,0.8076,0.8511,0.0237,0.9234,120
1940,11,2,5,4,25.09,14.82,4,1,2,1,69.0,40.75,2,276,167,0.6051,163,130,0.7975,34,78,20,16,43,11,5,39,11,9,32,12,7.45,6,10,31,17,6,7,10,0,5,3,5,0,0.7997,0.7674,0.8265,0.0305,0.9348,120
1941,13,4,6,3,24.54,13.38,4,1,2,1,79.75,43.5,1,319,184,0.5768,174,144,0.8276,42,71,22,38,44,13,8,47,14,9,40,13,6.0,4,10,30,23,9,10,14,0,6,4,11,0,0.7321,0.6832,0.7895,0.0494,0.889,80
1942,9,2,4,3,28.0,16.44,4,1,2,1,63.0,37.0,2,252,159,0.631,148,123,0.8311,28,71,26,8,42,7,14,34,6,7,31,9,6.89,4,8,24,11,14,15,8,0,5,3,6,0,0.7278,0.6987,0.7504,0.0264,0.9057,120
1943,14,3,8,3,18.71,11.07,4,1,2,1,65.5,38.75,2,262,176,0.6718,155,135,0.871,25,70,30,18,50,12,5,30,13,6,31,4,6.0,3,8,27,15,5,6,5,0,6,3,7,0,0.6907,0.5667,0.7539,0.0808,0.9388,120
1944,5,2,2,1,62.8,33.8,4,1,2,1,78.5,42.25,2,314,177,0.5637,169,143,0.8462,46,84,23,11,54,6,11,44,19,4,38,10,8.2,5,13,28,26,11,22,11,0,3,3,3,0,0.9058,0.9058,0.9058,0.0,0.9213,120
1945,11,3,6,2,24.45,14.36,4,1,2,1,67.25,39.5,2,269,163,0.6059,158,127,0.8038,31,79,21,12,55,7,10,29,2,12,47,13,6.36,2,9,28,21,10,9,15,0,6,4,13,0,0.7664,0.7132,0.8986,0.0754,0.9219,120
1946,10,2,6,2,28.5,15.4,4,1,2,1,71.25,38.5,2,285,160,0.5614,154,125,0.8117,39,73,32,16,55,5,4,27,18,2,33,16,7.4,4,12,27,23,5,5,19,0,1,1,9,0,0.7701,0.7361,0.7897,0.0225,0.9036,120
1947,11,2,6,3,21.18,12.55,4,1,2,1,58.25,34.5,2,233,138,0.5923,138,103,0.7464,37,66,15,14,42,11,4,26,6,2,23,10,6.58,3,12,27,20,6,4,10,0,2,1,10,0,0.7674,0.7181,0.8306,0.0421,0.9222,120
1948,11,2,5,4,21.0,12.18,4,1,2,1,57.75,33.5,2,231,155,0.671,134,117,0.8731,30,62,18,12,37,9,5,30,7,15,43,12,5.42,3,8,28,22,5,7,12,0,10,4,7,0,0.785,0.7797,0.7994,0.0096,0.9425,120
1949,13,3,7,3,19.15,10.77,4,1,2,1,62.25,35.0,2,249,171,0.6867,140,131,0.9357,28,74,18,12,55,8,4,31,5,11,37,8,5.77,3,9,27,22,4,9,8,0,7,3,5,0,0.69,0.6592,0.7388,0.0377,0.9314,120
1950,9,3,5,1,33.44,18.67,5,1,3,1,60.2,33.6,2,301,170,0.5648,168,131,0.7798,36,86,17,13,46,14,16,53,11,1,35,7,7.11,5,10,25,17,16,23,7,0,0,0,11,0,0.7472,0.7174,0.7828,0.0317,0.8852,120
1951,6,1,4,1,46.5,25.83,5,1,3,1,55.8,31.0,2,279,178,0.638,155,135,0.871,31,65,24,16,49,14,11,32,15,18,21,7,7.0,5,10,28,21,10,12,10,0,11,4,7,0,0.7757,0.7653,0.7879,0.0114,0.9087,120
1952,11,4,5,2,32.09,19.73,4,1,2,1,88.25,54.25,2,353,216,0.6119,217,178,0.8203,53,92,37,22,45,8,15,47,21,4,31,11,7.82,5,11,24,32,16,16,10,0,2,1,6,0,0.7523,0.6815,0.8619,0.086,0.9202,120
1953,8,1,4,3,23.12,13.88,4,1,2,1,46.25,27.75,2,185,134,0.7243,111,105,0.9459,25,46,16,11,29,6,7,25,5,13,23,4,6.12,4,9,26,11,7,10,5,0,6,3,4,0,0.7091,0.6219,0.7572,0.0756,0.9296,120
1954,15,2,10,3,31.6,16.8,5,1,3,1,94.8,50.4,1,474,242,0.5105,252,195,0.7738,49,117,34,23,79,28,31,56,22,19,43,12,6.67,4,10,33,27,31,34,13,1,13,3,11,0,0.7181,0.6245,0.816,0.0622,0.9253,80
1955,12,2,7,3,31.92,18.33,5,1,3,1,76.6,44.0,2,383,222,0.5796,220,178,0.8091,40,118,32,15,77,16,20,34,9,13,40,9,7.67,4,15,31,21,18,25,8,0,6,3,9,0,0.7695,0.7217,0.8146,0.0313,0.9362,120
